# S&P 500 total-return level. <1988-01-04: ^GSPC daily price return + Shiller monthly dividends (http://www.econ.yale.edu/~shiller/data/ie_data.xls) accrued daily; >=1988-01-04: ^SP500TR daily returns. Built by sp500bt.index_tr.write_manual_csv()
date,close
1971-02-23,47.116743
1971-02-24,47.437274
1971-02-25,47.556777
1971-02-26,47.460489
1971-03-01,47.588653
1971-03-02,47.584371
1971-03-03,47.575177
1971-03-04,48.056704
1971-03-05,48.572641
1971-03-08,48.784320
1971-03-09,48.829123
1971-03-10,48.756106
1971-03-11,48.805827
1971-03-12,48.899750
1971-03-15,49.465148
1971-03-16,49.716265
1971-03-17,49.677592
1971-03-18,49.717517
1971-03-19,49.634614
1971-03-22,49.448511
1971-03-23,49.286958
1971-03-24,48.968113
1971-03-25,48.968735
1971-03-26,49.141418
1971-03-29,49.186292
1971-03-30,49.304929
1971-03-31,49.335056
1971-04-01,49.380467
1971-04-02,49.470150
1971-04-05,49.589365
1971-04-06,49.949675
1971-04-07,50.187014
1971-04-08,50.252133
1971-04-12,50.642105
1971-04-13,50.697401
1971-04-14,50.895468
1971-04-15,50.975389
1971-04-16,50.966688
1971-04-19,51.228850
1971-04-20,51.037907
1971-04-21,50.920830
1971-04-22,51.025433
1971-04-23,51.272940
1971-04-26,51.224810
1971-04-27,51.551222
1971-04-28,51.646019
1971-04-29,51.583083
1971-04-30,51.253918
1971-05-03,50.934874
1971-05-04,51.187813
1971-05-05,51.189257
1971-05-06,50.924351
1971-05-07,50.753138
1971-05-10,50.507897
1971-05-11,50.642571
1971-05-12,50.787130
1971-05-13,50.689866
1971-05-14,50.459309
1971-05-17,49.715297
1971-05-18,49.790805
1971-05-19,49.915704
1971-05-20,50.040618
1971-05-21,49.888946
1971-05-24,49.470494
1971-05-25,49.150803
1971-05-26,49.216485
1971-05-27,49.128982
1971-05-28,49.249049
1971-06-01,49.536616
1971-06-02,49.918149
1971-06-03,49.948678
1971-06-04,50.097888
1971-06-07,49.999836
1971-06-08,49.624798
1971-06-09,49.615767
1971-06-10,49.794729
1971-06-11,50.013295
1971-06-14,49.598494
1971-06-15,49.653794
1971-06-16,49.758595
1971-06-17,49.754509
1971-06-18,49.002866
1971-06-21,48.464040
1971-06-22,48.331199
1971-06-23,48.743121
1971-06-24,48.610248
1971-06-25,48.546714
1971-06-28,48.428675
1971-06-29,48.969617
1971-06-30,48.915970
1971-07-01,49.457311
1971-07-02,49.463402
1971-07-06,49.459581
1971-07-07,49.604493
1971-07-08,49.759338
1971-07-09,49.939002
1971-07-12,50.009571
1971-07-13,49.360910
1971-07-14,49.228101
1971-07-15,49.263966
1971-07-16,49.185708
1971-07-19,49.102477
1971-07-20,49.302147
1971-07-21,49.288391
1971-07-22,49.210094
1971-07-23,49.131788
1971-07-26,48.740624
1971-07-27,48.567934
1971-07-28,48.221377
1971-07-29,47.705873
1971-07-30,47.493374
1971-08-02,47.688016
1971-08-03,46.973252
1971-08-04,46.670923
1971-08-05,46.776162
1971-08-06,46.861531
1971-08-09,46.509369
1971-08-10,46.520170
1971-08-11,47.083007
1971-08-12,47.755337
1971-08-13,47.606957
1971-08-16,49.140149
1971-08-17,49.757990
1971-08-18,49.072115
1971-08-19,48.858966
1971-08-20,48.949415
1971-08-23,49.413230
1971-08-24,49.991610
1971-08-25,50.002425
1971-08-26,49.923600
1971-08-27,50.048968
1971-08-30,49.576626
1971-08-31,49.338367
1971-09-01,49.364405
1971-09-02,49.480137
1971-09-03,50.183924
1971-09-07,50.419299
1971-09-08,50.520116
1971-09-09,50.257031
1971-09-10,50.073681
1971-09-13,49.905271
1971-09-14,49.547331
